2017-05-03 11:43:20,22704,25,15572
2017-09-04 07:16:20,22081,10,12461
2017-07-09 11:39:20,22989,100,12590
2017-03-20 12:18:20,22629,64,16839
2018-01-24 08:50:20,21615,1,13596
2018-01-17 12:14:20,84375,12,12395
2018-01-03 09:19:20,23006,10,15555
2017-08-20 10:06:20,85099C,4,16940
2018-01-26 09:45:20,22580,4,14719
2017-06-16 13:45:20,21932,2,15436
2018-02-02 09:21:20,20704,8,15189
2017-10-30 10:11:20,22910,1,13232
2017-08-10 09:37:20,22785,2,13589
2017-07-31 09:58:20,47566,4,13248
2017-01-28 06:46:20,22428,6,18074
2017-08-25 09:09:20,84673A,1,12748
2018-01-19 12:59:20,85123A,2,17590
2017-03-12 08:41:20,22327,2,17019
2017-12-24 09:30:20,23317,2,14842
2017-10-18 10:39:20,22993,1,14572
2018-01-18 07:20:20,POST,4,12795
2017-07-29 09:12:20,22393,6,16818
2017-03-26 11:00:20,22775,12,17213
2017-05-26 10:15:20,22557,2,14871
2018-01-06 07:25:20,23582,10,14732
2017-02-01 13:17:20,82552,1,13174
2018-01-24 09:40:20,85152,2,14577
2018-01-20 09:36:20,16237,1,15901
2017-11-05 08:58:20,23232,25,13700
2017-03-09 07:28:20,22383,20,12524
2017-07-20 10:18:20,23146,1,13831
2017-10-30 11:35:20,15056P,1,14178
2017-06-24 10:37:20,22417,1,16919
2017-09-24 13:14:20,22291,1,12743
2017-11-02 08:31:20,23358,6,15307
2018-01-11 12:20:20,20970,1,14096
2017-01-29 15:08:20,85049A,6,14395
2017-07-26 10:56:20,22723,1,14823
2017-04-03 05:20:20,21936,5,13488
2018-02-02 09:05:20,84927F,2,14071
2018-01-15 06:51:20,22045,50,12451
2017-09-02 06:42:20,37448,24,12407
2017-06-12 07:02:20,84375,1,14796
2017-02-04 09:34:20,21470,6,17722
2017-08-24 09:25:20,20725,10,17735
2017-12-23 07:04:20,22994,24,17865
2017-05-04 07:45:20,22797,1,15039
2017-06-05 04:30:20,22906,12,14619
2017-11-18 11:33:20,22979,1,14096
2017-02-06 07:54:20,21867,3,17827
2017-10-15 11:26:20,22026,12,17736
2017-08-02 08:33:20,20749,2,14709
2017-09-18 10:10:20,15056N,24,15854
2017-09-25 10:04:20,21156,8,12921
2017-02-15 10:52:20,84997D,1,17841
2017-08-12 08:49:20,23284,1,16241
2017-09-25 05:54:20,22149,18,15942
2017-07-17 07:30:20,47566,8,18055
2017-03-05 13:34:20,22626,2,13081
2017-10-09 06:50:20,21912,4,12381
2017-12-27 12:37:20,22890,2,12494
2017-10-23 08:40:20,23274,12,15132
2017-06-10 07:12:20,22993,144,16684
2017-12-03 11:52:20,22156,12,13018
2017-09-16 11:31:20,23298,3,12520
2017-10-15 05:42:20,20724,100,12688
2017-11-10 10:39:20,23343,10,12822
2018-01-14 08:47:20,23490,12,14332
2017-03-25 09:38:20,22178,6,17888
2017-07-14 10:39:20,POST,-1,14342
2017-04-27 07:26:20,22176,6,13004
2017-02-05 09:05:20,22622,72,13090
2017-10-21 10:16:20,20724,100,13694
2018-01-13 12:45:20,23399,1,12748
2017-12-27 12:50:20,21931,10,14112
2017-06-15 11:25:20,22780,4,17054
2017-11-03 09:31:20,22429,12,14156
2017-12-30 09:19:20,22951,1,12748
2018-01-01 12:28:20,23343,10,17652
2017-12-28 11:02:20,85049H,8,14096
2017-11-26 05:46:20,21558,6,13985
2017-12-07 09:57:20,21329,2,16776
2017-03-06 10:23:20,22699,6,17707
2018-01-26 10:22:20,21181,24,13426
2017-07-08 10:16:20,84946,12,13662
2017-12-29 11:22:20,22616,24,16729
2018-01-24 09:45:20,23280,11,15351
2018-01-08 13:50:20,23256,4,13895
2017-02-16 10:04:20,22193,1,14527
2017-07-14 10:13:20,22467,7,14606
2017-03-31 08:44:20,22219,1,14606
2017-05-19 13:01:20,37448,12,12352
2017-06-15 11:20:20,22329,3,16729
2017-05-13 06:45:20,22429,4,15687
2017-01-29 13:41:20,84950,1824,15299
2018-01-17 10:13:20,22610,36,15044
2017-02-18 09:32:20,22723,2,15044
2018-01-21 15:06:20,22960,6,14756
2018-01-10 11:24:20,22846,1,12865
2017-04-10 07:19:20,22649,1,14796
2017-07-22 08:19:20,23202,10,15039
2017-10-19 09:51:20,84978,3,16952
2018-01-04 13:43:20,23437,12,16717
2017-05-17 07:23:20,22193,2,18229
2017-02-05 10:27:20,90196A,4,17198
2018-01-28 08:54:20,23510,4,14178
2017-11-09 12:24:20,21232,12,17071
2017-05-06 10:49:20,22261,6,16771
2017-10-02 13:12:20,90016B,1,17231
2017-09-21 09:59:20,21159,24,16841
2017-12-23 07:36:20,84609,4,13126
2017-06-09 12:16:20,84596F,24,16919
2018-01-17 12:14:20,21559,6,12395
2017-05-08 06:47:20,21121,24,13265
2017-12-10 09:40:20,22423,6,12359
2017-09-17 12:07:20,20977,32,12626
2018-01-12 06:53:20,21703,12,17510
2018-01-27 08:01:20,21754,1,16241
2017-05-11 12:04:20,C2,1,14911
2018-02-01 09:44:20,84378,1,16910
2017-07-13 11:46:20,22839,4,14911
2017-09-10 08:38:20,21981,12,16657
2017-06-16 12:32:20,20726,3,14415
2018-01-29 10:05:20,22635,2,15123
2017-07-06 09:56:20,90036D,3,14667
2017-11-13 10:46:20,22569,2,17238
2017-11-18 12:32:20,22158,3,16085
2017-12-11 06:56:20,20723,20,14156
2017-08-30 10:05:20,21034,1,17312
2017-05-17 10:26:20,22675,2,14769
2017-02-10 08:41:20,21033,2,15039
2017-11-19 10:43:20,21899,6,16813
2018-01-12 14:19:20,21883,2,12890
2017-06-12 07:12:20,82482,12,13120
2018-01-20 09:13:20,23292,6,14049
2017-02-16 10:03:20,84692,100,14298
2017-04-30 05:17:20,82578,20,17567
2018-01-04 08:33:20,23529,2,15493
2018-01-24 08:50:20,23177,1,13596
2018-01-08 07:42:20,21912,2,17295
2018-02-01 11:22:20,22721,3,17920
2017-11-16 08:39:20,22697,24,14646
2017-07-19 10:44:20,23004,5,15555
2017-08-05 13:08:20,21061,12,13115
2017-08-09 11:50:20,22139,2,17802
2017-12-01 10:18:20,22556,1,14056
2018-01-01 10:59:20,22801,2,17233
2017-05-22 09:50:20,22309,12,14107
2017-11-30 10:32:20,21733,12,16875
2017-07-08 09:16:20,23182,10,16115
2017-11-04 09:12:20,23251,12,17442
2017-12-07 10:26:20,23190,1,17841
2017-12-29 08:32:20,82494L,3,14995
2018-01-04 08:50:20,23511,6,12783
2017-09-25 07:51:20,48129,2,15149
2017-04-12 12:11:20,22230,2,17255
2017-05-26 12:58:20,22964,2,16712
2017-08-18 10:51:20,22679,1,17757
2017-05-14 15:20:20,22508,1,17961
2017-12-30 10:06:20,21155,4,16367
2017-11-27 08:56:20,22141,3,13764
2017-05-05 11:05:20,20685,2,14367
2017-11-19 10:44:20,23390,4,12936
2017-11-26 09:27:20,22111,2,14524
2017-03-12 10:29:20,22287,4,13246
2017-12-01 08:37:20,23390,4,14291
2018-01-25 09:07:20,23356,2,15721
2017-10-14 10:26:20,21124,24,15786
2017-02-01 08:33:20,85174,1,16931
2017-12-04 12:11:20,23367,16,13456
2017-08-09 08:54:20,22386,1,16007
2017-04-27 08:51:20,22181,24,12598
2017-11-15 12:48:20,22840,1,16370
2018-01-06 06:00:20,20711,10,16759
2017-11-12 13:57:20,23245,-1,13319
2017-07-06 10:20:20,84978,36,16839
2017-12-24 11:52:20,23494,3,17652
2017-08-23 11:21:20,21754,2,13668
2017-11-09 10:36:20,23227,24,16984
2017-11-16 11:57:20,23207,10,14961
2017-04-13 12:08:20,84879,12,17571
2017-10-15 11:41:20,23351,12,14189
2017-09-20 09:13:20,22456,1,15708
2018-01-13 07:07:20,23266,12,16245
2017-11-06 11:07:20,22470,2,16910
2017-09-28 07:19:20,22937,6,12534
2017-12-11 12:39:20,21874,6,17180
2017-09-30 10:32:20,85175,12,13975
2017-02-01 12:05:20,22915,6,15889
2017-12-03 11:30:20,POST,1,13812
2018-01-10 10:34:20,23351,12,15500
2017-07-10 14:08:20,23050,4,14031
2017-12-07 05:16:20,23530,6,15193
2017-06-08 12:18:20,37450,1,14606
2017-10-21 09:04:20,22093,1,14527
2018-01-10 08:56:20,22338,12,17211
2017-08-27 13:15:20,21500,25,16045
2017-12-23 10:00:20,20702,3,15005
2017-05-27 09:58:20,84380,1,16788
2017-06-07 10:14:20,22499,1,15058
2017-05-18 07:47:20,21181,12,15218
2017-12-14 11:05:20,20727,1,16932
2017-06-11 14:51:20,22712,12,14105
2017-12-17 09:27:20,22781,1,17346
2018-02-03 09:19:20,23506,20,17042
2017-11-12 12:28:20,22365,200,18102
2017-10-12 08:57:20,21306,2,15218
2017-12-22 09:47:20,22950,5,15443
2017-06-02 09:01:20,22645,4,15727
2017-07-09 13:38:20,21213,24,15544
2017-12-03 12:21:20,84946,12,13882
2017-05-24 11:21:20,22621,3,16931
2017-03-24 10:31:20,21623,1,16222
2017-06-07 08:26:20,22921,12,16359
2017-07-31 11:26:20,20749,2,15737
2017-08-03 10:36:20,22721,3,12957
2018-02-04 09:59:20,51008,-2,17673
2018-01-10 08:14:20,23230,25,17041
2018-01-03 11:01:20,22697,2,17107
2017-11-08 11:27:20,22655,1,17838
2017-05-25 06:23:20,85066,2,16245
2017-12-03 06:31:20,84945,24,15416
2017-12-29 11:22:20,35968,13,16729
2017-12-18 10:54:20,23370,6,15051
2017-04-27 07:30:20,71101E,12,16992
2017-11-23 07:55:20,22089,6,15358
2018-01-15 09:46:20,21900,1,16924
2018-01-03 09:49:20,22356,10,17581
2017-04-07 11:08:20,21218,24,16779
2018-01-19 12:55:20,23113,1,17759
2017-10-04 12:33:20,22464,24,12748
2017-02-01 13:17:20,21361,1,13174
2017-03-08 09:46:20,22720,3,16735
2017-03-05 09:09:20,20725,100,14680
2018-02-02 06:49:20,22558,12,12749
2017-03-27 09:57:20,22035,12,13141
2017-12-22 14:24:20,21063,3,13601
2017-06-30 09:03:20,21507,12,14911
2018-01-29 14:05:20,23458,2,17584
2017-01-28 08:34:20,21914,12,14307
2017-05-12 12:30:20,21158,4,13451
2018-02-02 11:52:20,21169,12,16076
2018-01-03 11:29:20,23379,24,15513
2017-05-19 09:26:20,84884A,30,13694
2017-08-03 13:34:20,84927F,1,17252
2017-10-08 13:05:20,21559,60,14646
2018-01-17 10:54:20,37340,6,16666
2017-12-03 08:46:20,22865,288,15838
2017-11-29 10:39:20,21465,2,15906
2017-12-22 07:20:20,23545,25,12398
2017-12-02 10:40:20,22738,1,14730
2017-01-28 13:50:20,21629,1,14606
2017-12-31 06:36:20,22964,6,12437
2018-01-19 11:16:20,22784,1,17338
2017-12-08 12:29:20,72586,5,13969
2017-02-16 13:01:20,21871,1,15460
2017-09-14 14:08:20,21090,7,13764
2017-11-12 07:46:20,22423,16,12731
2017-05-15 09:50:20,22666,6,14194
2017-02-10 11:33:20,21137,7,17841
2017-12-03 10:22:20,85194S,5,14449
2018-01-10 13:11:20,22097,1,14382
2017-08-06 07:39:20,22560,24,14060
2017-09-29 10:57:20,23199,10,13850
2017-06-08 11:36:20,22966,12,14628
2017-06-08 13:28:20,84077,48,15867
2017-11-03 12:07:20,21891,12,15804
2018-01-17 09:27:20,72800D,1,18110
